Make,Model,Configuration,Rating,Price,Registered,Kilometers,Fuel,Consumption,Tax,Power,Transmission,TowCapacity,PriceNew,Trunk,Width,Length,Height
BMW,420d,"2,0 Gran Coupé aut. 5d",4.7,165.000 kr.,12/2016,203.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,190 hk/4.000 nm,Automatisk,1.600 kg,679.915 kr.,-,183 cm,464 cm,139 cm
Kia,Niro,"1,6 PHEV Comfort DCT 5d",4.5,165.000 kr.,4/2021,86.000 km,Plug-in hybrid Benzin,"(NEDC) 86,4 km/l",840 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,260.720 kr.,324 liter,181 cm,436 cm,154 cm
Kia,Optima,"2,0 PHEV Advance+ 2 SW aut. 5d",4.6,140.000 kr.,10/2019,118.000 km,Plug-in hybrid Benzin,"(NEDC) 38,6 km/l",1.040 kr. / år,205 hk/375 nm,Automatisk,1.500 kg,-,440 liter,186 cm,486 cm,147 cm
Seat,Leon,"1,4 eHybrid FR Sportstourer DSG 5d",4.4,179.000 kr.,7/2021,66.000 km,Plug-in hybrid Benzin,"(NEDC) 44,6 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,295.810 kr.,470 liter,180 cm,464 cm,146 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,134.500 kr.,12/2016,199.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.098 kr.,-,180 cm,436 cm,145 cm
Renault,Kadjar,"1,5 dCi 110 Zen 5d",4.4,119.800 kr.,12/2016,119.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,312.800 kr.,-,184 cm,,
Kia,Niro,"1,6 HEV Advance DCT 5d",4.5,159.900 kr.,10/2019,88.000 km,Hybrid (Benzin + El),"(WLTP) 20,4 km/l",1.160 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,300.918 kr.,436 liter,181 cm,,
Cupra,Leon,"1,4 eHybrid Sportstourer DSG 5d",4.4,269.800 kr.,1/2021,46.000 km,Plug-in hybrid Benzin,"(WLTP) 76,9 km/l",840 kr. / år,245 hk/400 nm,Automatisk,1.500 kg,336.813 kr.,470 liter,180 cm,466 cm,146 cm
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,179.900 kr.,8/2020,128.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Ford,Kuga,"2,5 PHEV Titanium CVT 5d",4.4,224.900 kr.,4/2021,45.000 km,Plug-in hybrid Benzin,"(NEDC) 37,3 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,284.535 kr.,411 liter,188 cm,461 cm,166 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,139.800 kr.,5/2019,127.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,289.276 kr.,324 liter,181 cm,436 cm,154 cm
Citroën,Grand C4 Picasso,"1,6 e-HDi 115 Attraction 5d",4.1,39.900 kr.,1/2014,356.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,115 hk/270 nm,Manuel,1.500 kg,294.991 kr.,-,183 cm,,
Volvo,V40,"2,0 D2 120 Kinetic Eco 5d",4.3,109.400 kr.,10/2016,154.000 km,Diesel,"(NEDC) 31,3 km/l",1.040 kr. / år,120 hk/280 nm,Manuel,1.500 kg,294.000 kr.,-,180 cm,,
Skoda,Octavia,"1,6 TDi 105 Elegance Combi DSG 5d",4.5,49.900 kr.,11/2013,376.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,105 hk/250 nm,Automatisk,1.500 kg,313.001 kr.,-,181 cm,,
Ford,Kuga,"2,5 PHEV ST-Line X CVT 5d",4.4,179.900 kr.,8/2020,138.000 km,Plug-in hybrid Benzin,"(NEDC) 37,5 km/l",1.040 kr. / år,225 hk/-,Automatisk,1.200 kg,306.008 kr.,411 liter,188 cm,461 cm,166 cm
Peugeot,208,"1,2 PureTech 100 Edition:210+ 5d",·,138.000 kr.,12/2020,44.000 km,Benzin,"(NEDC) 25,6 km/l",1.260 kr. / år,100 hk/205 nm,Manuel,1.200 kg,180.929 kr.,309 liter,177 cm,406 cm,144 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,189.900 kr.,2/2018,66.800 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/330 nm,Automatisk,1.500 kg,318.698 kr.,272 liter,180 cm,,
Peugeot,208,"1,5 BlueHDi 100 Infinity Sky 5d",4.2,99.900 kr.,3/2020,109.000 km,Diesel,"(WLTP) 21,7 km/l",1.400 kr. / år,100 hk/205 nm,Manuel,1.150 kg,-,285 liter,174 cm,,
Peugeot,308,"2,0 BlueHDi 150 Active 5d",4.3,54.900 kr.,4/2015,278.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,150 hk/370 nm,Manuel,1.600 kg,299.140 kr.,-,186 cm,,
Renault,Megane IV,"1,6 dCi 130 Intens Sport Tourer 5d",4.4,79.990 kr.,12/2016,160.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,130 hk/320 nm,Manuel,1.850 kg,-,-,181 cm,,
Skoda,Octavia,"1,6 TDi 115 Style Combi DSG 5d",4.5,119.900 kr.,3/2017,147.000 km,Diesel,"(NEDC) 25,6 km/l",1.860 kr. / år,115 hk/250 nm,Automatisk,1.500 kg,323.000 kr.,-,181 cm,467 cm,146 cm
Peugeot,208,"1,2 PureTech 100 Allure Sky 5d",·,139.900 kr.,12/2020,22.000 km,Benzin,"(WLTP) 18,8 km/l",1.260 kr. / år,100 hk/205 nm,Manuel,1.200 kg,185.909 kr.,309 liter,177 cm,,
Peugeot,3008,"1,6 BlueHDi 120 Allure 5d",4.4,144.995 kr.,2/2017,65.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,120 hk/300 nm,Manuel,1.400 kg,316.990 kr.,-,184 cm,,
Nissan,Qashqai,"1,6 dCi 130 Acenta Connect 5d",4.3,89.500 kr.,1/2017,232.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,130 hk/320 nm,Manuel,1.350 kg,-,-,181 cm,,
Audi,A3,"1,4 e-tron Sportback S-tr. 5d",4.5,169.900 kr.,6/2018,122.000 km,Plug-in hybrid Benzin,"(NEDC) 35,1 km/l",1.080 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,365.003 kr.,280 liter,179 cm,431 cm,143 cm
VW,Golf VII,"1,4 GTE DSG 5d",4.6,114.700 kr.,10/2015,213.000 km,Plug-in hybrid Benzin,"(NEDC) 32,7 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,426.098 kr.,-,180 cm,436 cm,145 cm
VW,Golf VII,"1,4 GTE Highline DSG 5d",4.6,124.900 kr.,8/2015,227.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,-,-,180 cm,436 cm,145 cm
VW,Golf VIII,"1,4 eHybrid DSG 5d",4.6,169.000 kr.,12/2020,141.000 km,Plug-in hybrid Benzin,"(NEDC) 50,2 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,315.815 kr.,280 liter,179 cm,428 cm,146 cm
Renault,Megane III,"1,5 dCi 110 Limited Edition 5d",4.4,57.700 kr.,6/2016,218.000 km,Diesel,"(NEDC) 28,6 km/l",1.040 kr. / år,110 hk/240 nm,Manuel,1.500 kg,234.050 kr.,-,181 cm,,
BMW,420d,"2,0 Gran Coupé aut. 5d",4.7,184.500 kr.,5/2017,166.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,190 hk/400 nm,Automatisk,1.600 kg,606.018 kr.,-,183 cm,,
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,167.000 kr.,5/2018,138.000 km,Plug-in hybrid Benzin,"(NEDC) 33,8 km/l",1.080 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
Skoda,Superb,"1,4 TSi iV Plus Combi DSG 5d",4.6,259.500 kr.,12/2021,74.000 km,Plug-in hybrid Benzin,"(NEDC) 43,7 km/l",840 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,410.824 kr.,510 liter,186 cm,486 cm,151 cm
Audi,Q3,45 TFSi e Attitude+ S-tr. 5d,4.5,249.000 kr.,9/2021,70.000 km,Plug-in hybrid Benzin,"(NEDC) 35,8 km/l",840 kr. / år,245 hk/400 nm,Automatisk,1.400 kg,375.808 kr.,530 liter,185 cm,448 cm,162 cm
Kia,Niro,"1,6 PHEV Advance DCT 5d",4.5,119.999 kr.,12/2017,120.000 km,Plug-in hybrid Benzin,"(NEDC) 42,1 km/l",980 kr. / år,141 hk/265 nm,Automatisk,1.300 kg,300.581 kr.,324 liter,180 cm,435 cm,153 cm
VW,Golf VII,"1,6 TDi 105 Trendline BMT 5d",·,79.800 kr.,11/2013,57.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,105 hk/250 nm,Manuel,1.500 kg,284.995 kr.,-,180 cm,426 cm,145 cm
Skoda,Superb,"1,4 TSi iV Plus Combi DSG 5d",4.6,214.900 kr.,9/2020,109.000 km,Plug-in hybrid Benzin,"(NEDC) 35,6 km/l",1.080 kr. / år,218 hk/400 nm,Automatisk,1.600 kg,410.824 kr.,510 liter,186 cm,486 cm,151 cm
Audi,A3,"1,4 e-tron S-line Sportback S-tr. 5d",4.5,149.800 kr.,3/2016,153.000 km,Plug-in hybrid Benzin,"(NEDC) 32,7 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.400 kg,-,280 liter,179 cm,431 cm,143 cm
Hyundai,Tucson,"1,6 PHEV Essential aut. 4WD 5d",4.2,239.800 kr.,6/2021,82.000 km,Plug-in hybrid Benzin,"(WLTP) 71,4 km/l",1.080 kr. / år,265 hk/350 nm,Automatisk,1.350 kg,340.814 kr.,558 liter,187 cm,450 cm,165 cm
VW,Golf VI,"1,6 TDi 105 BlueMotion 5d",4.4,47.900 kr.,8/2011,287.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,105 hk/250 nm,Manuel,1.400 kg,282.202 kr.,-,178 cm,,
Ford,Kuga,"2,5 PHEV Vignale CVT 5d",4.4,232.500 kr.,12/2021,32.000 km,Plug-in hybrid Benzin,"(NEDC) 46,1 km/l",840 kr. / år,225 hk/-,Automatisk,1.700 kg,398.467 kr.,411 liter,188 cm,461 cm,166 cm
BMW,118d,"2,0 aut. 5d",4.7,139.700 kr.,8/2016,157.000 km,Diesel,"(NEDC) 25,0 km/l",1.860 kr. / år,150 hk/320 nm,Automatisk,1.500 kg,366.415 kr.,-,177 cm,433 cm,142 cm
Skoda,Octavia,"1,6 TDi 110 Ambition Combi GreenLine 5d",4.5,69.900 kr.,11/2016,284.485 km,Diesel,"(NEDC) 28,5 km/l",1.040 kr. / år,110 hk/250 nm,Manuel,1.000 kg,-,-,181 cm,,
Volvo,V60,"2,4 D6 Plug-in Summum aut. AWD 5d",4.6,189.999 kr.,8/2014,199.000 km,Plug-in hybrid Diesel,"(NEDC) 29,2 km/l",840 kr. / år,288 hk/640 nm,Automatisk,1.800 kg,-,-,187 cm,463 cm,148 cm
Opel,Astra,"1,6 CDTi 110 Edition Sports Tourer 5d",4.0,80.000 kr.,8/2017,181.000 km,Diesel,"(NEDC) 27,8 km/l",1.860 kr. / år,110 hk/300 nm,Manuel,1.300 kg,-,-,181 cm,,
Skoda,Octavia,"1,4 TSi iV Style Combi DSG 5d",4.5,213.900 kr.,5/2021,77.000 km,Plug-in hybrid Benzin,"(WLTP) 90,9 km/l",940 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,-,490 liter,183 cm,469 cm,150 cm
Jeep,Compass,"1,3 4xe S aut. 4x4 5d",4.3,208.900 kr.,3/2021,77.000 km,Plug-in hybrid Benzin,"(NEDC) 33,1 km/l",1.160 kr. / år,240 hk/-,Automatisk,1.250 kg,385.515 kr.,420 liter,182 cm,439 cm,166 cm
Volvo,V40,"1,6 D2 115 Drive-E 5d",·,44.900 kr.,7/2014,318.000 km,Diesel,"(NEDC) 29,4 km/l",1.040 kr. / år,115 hk/270 nm,Manuel,1.300 kg,269.893 kr.,-,180 cm,,
Nissan,Qashqai,"1,5 dCi 110 Acenta Connect 5d",4.3,115.000 kr.,2/2016,190.000 km,Diesel,"(NEDC) 26,3 km/l",1.860 kr. / år,110 hk/260 nm,Manuel,1.350 kg,-,-,181 cm,,
VW,Golf VII,"1,4 GTE DSG 5d",4.6,167.000 kr.,4/2017,157.000 km,Plug-in hybrid Benzin,"(NEDC) 36,4 km/l",840 kr. / år,204 hk/350 nm,Automatisk,1.500 kg,378.158 kr.,-,180 cm,436 cm,145 cm
